中嘉早17,推广于,湖北
中嘉早17,推广于,长江中下游
中嘉早17,推广于,浙江
中嘉早17,推广于,江西
中嘉早17,推广于,安徽
中嘉早17,推广于,湖南
淮稻5号,推广于,江苏
五优308,推广于,长江中下游
五优308,推广于,安徽
五优308,推广于,浙江
五优308,推广于,湖南
五优308,推广于,江西
五优308,推广于,湖北
五优308,推广于,海南三亚
中浙优H7,推广于,桂北
中浙优H7,推广于,桂南
中浙优H7,推广于,云南
中浙优H7,推广于,河南
中浙优H7,推广于,安徽
中浙优H7,推广于,浙江
中浙优H7,推广于,湖南
中浙优H7,推广于,江西
中浙优H7,推广于,福建
中浙优H7,推广于,湖北
中浙优H7,推广于,江苏
中组53,推广于,浙江
中早39,推广于,湖南
中早39,推广于,江西
中早39,推广于,浙江
中早39,推广于,湖北
中早39,推广于,安徽
中早39,推广于,浙江
深两优7248,推广于,浙江
扬两优6号,推广于,湖北
扬两优6号,推广于,长江中下游
扬两优6号,推广于,安徽
扬两优6号,推广于,浙江
扬两优6号,推广于,湖南
扬两优6号,推广于,江西
扬两优6号,推广于,福建
扬两优6号,推广于,湖北
扬两优6号,推广于,江苏
扬两优6号,推广于,豫南
扬两优6号,推广于,贵州
中浙优8号,推广于,浙江
天优华占,推广于,河南
天优华占,推广于,安徽
天优华占,推广于,浙江
天优华占,推广于,广西
天优华占,推广于,湖南
天优华占,推广于,江西
天优华占,推广于,福建
天优华占,推广于,湖北
天优华占,推广于,广东
天优华占,推广于,江苏
天优华占,推广于,河南
天优华占,推广于,安徽
天优华占,推广于,贵州
天优华占,推广于,浙江
天优华占,推广于,云南
天优华占,推广于,湖南
天优华占,推广于,江西
天优华占,推广于,福建
天优华占,推广于,湖北
天优华占,推广于,重庆
天优华占,推广于,江苏
天优华占,推广于,湖北
天优华占,推广于,长江中下游
天优华占,推广于,浙江
天优华占,推广于,广西
天优华占,推广于,湖南
天优华占,推广于,江西
天优华占,推广于,福建
天优华占,推广于,广东
春优161,推广于,湖北
春优161,推广于,上海市
春优161,推广于,浙江
春优161,推广于,江苏
春优161,推广于,安徽
华浙优261,推广于,湖南
华浙优261,推广于,四川
华浙优261,推广于,重庆市
华浙优261,推广于,陕西
华浙优261,推广于,云南
华浙优261,推广于,贵州
宜香优2115,推广于,贵州
宜香优2115,推广于,陕西
宜香优2115,推广于,贵州
宜香优2115,推广于,云南
宜香优2115,推广于,四川
宜香优2115,推广于,重庆
宜香优2115,推广于,四川
盐丰47,推广于,沿黄稻区
盐丰47,推广于,临沂库灌稻区
盐丰47,推广于,天津
盐丰47,推广于,辽宁
盐丰47,推广于,新疆
盐丰47,推广于,北京
盐丰47,推广于,辽宁
盐丰47,推广于,盘锦
盐丰47,推广于,鞍山
浙优71,推广于,桂中
浙优71,推广于,高寒山区
浙优71,推广于,桂北
浙优71,推广于,桂南
中嘉8号,推广于,湖北
中嘉8号,推广于,上海市
中嘉8号,推广于,浙江
中嘉8号,推广于,江苏
中嘉8号,推广于,安徽
绥粳18,推广于,黑龙江
绥粳18,推广于,黑龙江
嘉禾香1号,推广于,浙江
华浙优26,推广于,桂中
华浙优26,推广于,桂南
华浙优1号,推广于,桂中
华浙优1号,推广于,高寒山区
华浙优1号,推广于,桂北
华浙优1号,推广于,桂南
华浙优1号,推广于,云南
华浙优1号,推广于,河南
华浙优1号,推广于,安徽
华浙优1号,推广于,浙江
华浙优1号,推广于,湖南
华浙优1号,推广于,江西
华浙优1号,推广于,福建
华浙优1号,推广于,湖北
华浙优1号,推广于,江苏
龙粳31号,推广于,黑龙江
中浙优1号,推广于,贵州
中浙优1号,推广于,湖南
南粳9108,推广于,江苏
